Falkenseer Chaussee,Span,W 277 A,- 277 F,F,einfach  D,,Fangschleuser Weg,TrKö,O,,K,einfach  D
Falkenseer Chaussee,Span,W 278,,F,einfach * D,,Fanningerstraße,Lich,O 3,,U,mittel * Z
Falkenseer Chaussee,Span,W 278 A,,F,einfach  D,,Fanningerstraße,Lich,O 4,- 6,G,einfach Z
Falkenseer Chaussee,Span,W 278 B,,F,einfach * D,,Fanningerstraße,Lich,O 5,- 15,U,mittel Z
Falkenseer Chaussee,Span,W 278 C,,F,einfach  D,,Fanningerstraße,Lich,O 12,- 16,G,mittel Z
Falkenseer Chaussee,Span,W 280,,F,einfach * D,,Fanningerstraße,Lich,O 18,,G,mittel * Z
Falkenseer Damm,Span,W 1,- 3,U,einfach * Z,,Fanningerstraße,Lich,O 20,,G,mittel * D
Falkenseer Damm,Span,W 2,- 16,G,einfach * Z,,Fanningerstraße,Lich,O 22,- 44,G,mittel  D
Falkenseer Damm,Span,W 17,,U,einfach * D,,Fanningerstraße,Lich,O 23,- 41,U,mittel  D
Falkenseer Damm,Span,W 18,- 30,G,einfach * D,,Fanningerstraße,Lich,O 43,- 49,U,mittel * D
Falkenseer Damm,Span,W 19,,U,einfach  D,,Fanningerstraße,Lich,O 46,- 52,G,mittel * D
Falkenseer Damm,Span,W 21,- 23,U,einfach * D,,Fanningerstraße,Lich,O 51,- 65,U,mittel  D
Falkensteiner Straße,ChWi,W,,K,mittel * D,,Fanningerstraße,Lich,O 54,- 64,G,mittel  D
Falkenstraße,TrKö,O 2,- 3,F,einfach  D,,Fanningerstraße,Lich,O 66,- 70,G,mittel * D
Falkenstraße,TrKö,O 3 A,- 6,F,einfach * D,,Fanningerstraße,Lich,O 67,- 73,U,mittel * D
Falkenstraße,TrKö,O 7,,F,einfach  D,,Fanny-Zobel-Straße,TrKö,O,,K,einfach Z
Falkentaler Steig,Rein,W 1,,U,gut * D,,Faradayweg,StZe,W,,K,gut  D
Falkentaler Steig,Rein,W 2,,G,gut * D,,Färberstraße,TrKö,O 1,,U,mittel * D
Falkentaler Steig,Rein,W 3,- 145,U,gut  D,,Färberstraße,TrKö,O 3,- 53,U,mittel  D
Falkentaler Steig,Rein,W 4,- 4 A,G,gut  D,,Färberstraße,TrKö,O 4,- 26,G,mittel Z
Falkentaler Steig,Rein,W 4 B,,G,gut * D,,Farmergasse,MaHe,O,,K,einfach  D
Falkentaler Steig,Rein,W 6,,G,gut  D,,Farnstraße,TrKö,O,,K,mittel  D
Falkentaler Steig,Rein,W 6 A,,G,gut * D,,Fasanenplatz,ChWi,W,,K,gut Z
Falkentaler Steig,Rein,W 8,- 18,G,gut  D,,Fasanenstraße,ChWi,W 1,,F,mittel * Z
Falkentaler Steig,Rein,W 20,,G,gut * D,,Fasanenstraße,ChWi,W 1 A,,F,mittel Z
Falkentaler Steig,Rein,W 20 A,- 32,G,gut  D,,Fasanenstraße,ChWi,W 1 B,- 3,F,mittel * Z
Falkentaler Steig,Rein,W 32 A,,G,gut * D,,Fasanenstraße,ChWi,W 4,- 8,F,mittel Z
Falkentaler Steig,Rein,W 34,- 36,G,gut  D,,Fasanenstraße,ChWi,W 9,- 13,F,mittel * Z
Falkentaler Steig,Rein,W 36 A,,G,gut * D,,Fasanenstraße,ChWi,W 14,- 21,F,gut * Z
Falkentaler Steig,Rein,W 38,,G,gut  D,,Fasanenstraße,ChWi,W 22,- 30,F,gut Z
Falkentaler Steig,Rein,W 38 A,,G,gut * D,,Fasanenstraße,ChWi,W 31,- 31 A,F,gut * Z
Falkentaler Steig,Rein,W 40,- 44,G,gut  D,,Fasanenstraße,ChWi,W 33,- 33 A,F,gut Z
Falkentaler Steig,Rein,W 44 A,- 46,G,gut * D,,Fasanenstraße,ChWi,W 34,,F,gut * Z
Falkentaler Steig,Rein,W 46 A,,G,gut  D,,Fasanenstraße,ChWi,W 35,- 50,F,gut Z
Falkentaler Steig,Rein,W 48,,G,gut * D,,Fasanenstraße,ChWi,W 51,- 52,F,gut * Z
Falkentaler Steig,Rein,W 48 A,- 50,G,gut  D,,Fasanenstraße,ChWi,W 53,- 64,F,gut Z
Falkentaler Steig,Rein,W 50 A,,G,gut * D,,Fasanenstraße,ChWi,W 65,- 67,F,gut * Z
Falkentaler Steig,Rein,W 52,,G,gut  D,,Fasanenstraße,ChWi,W 68,- 74,F,gut Z
Falkentaler Steig,Rein,W 52 A,- 54,G,gut * D,,Fasanenstraße,ChWi,W 75,,F,gut * Z
Falkentaler Steig,Rein,W 54 A,- 56,G,gut  D,,Fasanenstraße,ChWi,W 76,- 77,F,gut Z
Falkentaler Steig,Rein,W 56 A,,G,gut * D,,Fasanenstraße,ChWi,W 78,- 80 A,F,gut * Z
Falkentaler Steig,Rein,W 58,- 64,G,gut  D,,Fasanenstraße,ChWi,W 81,- 82,F,mittel * Z
Falkentaler Steig,Rein,W 64 A,,G,gut * D,,Fasanenstraße,ChWi,W 83,- 85,F,mittel Z
Falkentaler Steig,Rein,W 66,- 70,G,gut  D,,Fasanenstraße,ChWi,W 86,- 89,F,mittel * Z
Falkentaler Steig,Rein,W 70 A,,G,gut * D,,Fasanenstraße,ChWi,W 90,,F,mittel Z
Falkentaler Steig,Rein,W 72,- 74,G,gut  D,,Fasanenstraße,ChWi,W 91,,F,mittel * Z
Falkentaler Steig,Rein,W 74 A,,G,gut * D,,Fasanenstraße,TrKö,O 1,- 15,U,einfach * D
Falkentaler Steig,Rein,W 76,- 76 A,G,gut  D,,Fasanenstraße,TrKö,O 4,- 22 A,G,einfach  D
Straßenname1,Bezirk2,G3,Hausnr.4,B5,WL6 WL7,,Straßenname1,Bezirk2,G3,Hausnr.4,B5,WL6 WL7
Fasanenstraße,TrKö,O,15 A - 17 A,U,einfach  D,,Feldspatweg,Neuk,W,,K,einfach  D
Fasanenstraße,TrKö,O,17 B - 19 A,U,einfach * D,,Feldspatzenweg,Rein,W,,K,mittel  D
Fasanenstraße,TrKö,O,21,U,einfach  D,,Feldstedter Weg,TSch,W,1,U,mittel * D
Fasanenstraße,TrKö,O,22 B,G,einfach * D,,Feldstedter Weg,TSch,W,3 - 29,U,mittel  D
Fasanenstraße,TrKö,O,22 C,G,einfach  D,,Feldstedter Weg,TSch,W,4 - 32,G,mittel  D
Fasanenstraße,TrKö,O,23 - 27,U,einfach * D,,Feldsteg,Pank,O,,K,mittel  D
Fasanenstraße,TrKö,O,24,G,einfach * D,,Feldsteinweg,Pank,O,3 - 5,F,einfach * D
Fasanenstraße,TrKö,O,29 - 43,U,einfach  D,,Feldsteinweg,Pank,O,6,F,einfach  D
Fasanenstraße,TrKö,O,30 - 40,G,einfach  D,,Feldsteinweg,Pank,O,7,F,einfach * D
Fasanerie,Rein,W,,K,mittel  D,,Feldsteinweg,Pank,O,8,F,einfach  D
Fasoltstraße,Pank,O,,K,mittel  D,,Feldsteinweg,Pank,O,9,F,einfach * D
Faucherweg,Span,W,1 - 29 A,U,mittel  D,,Feldsteinweg,Pank,O,10,F,einfach  D
Faucherweg,Span,W,4 - 30 A,G,mittel  D,,Feldsteinweg,Pank,O,11,F,einfach * D
Faucherweg,Span,W,32 - 32 A,G,mittel * D,,Feldsteinweg,Pank,O,12,F,einfach  D
Faulhornweg,TSch,W,,K,mittel  D,,Feldsteinweg,Pank,O,13,F,einfach * D
Fäustelweg,Rein,W,,K,mittel  D,,Feldsteinweg,Pank,O,14,F,einfach  D
Fauststraße,MaHe,O,,K,mittel  D,,Feldsteinweg,Pank,O,15,F,einfach * D
Favierweg,Pank,O,,K,mittel  D,,Feldsteinweg,Pank,O,16,F,einfach  D
Fechinger Weg,MaHe,O,,K,mittel  D,,Feldsteinweg,Pank,O,17,F,einfach * D
Fechnerstraße,ChWi,W,3 - 5,U,gut Z,,Feldsteinweg,Pank,O,18,F,einfach  D
Fechnerstraße,ChWi,W,4 - 6 A,G,gut Z,,Feldsteinweg,Pank,O,19,F,einfach * D
Fechnerstraße,ChWi,W,7,U,gut * Z,,Feldsteinweg,Pank,O,20,F,einfach  D
Fechnerstraße,ChWi,W,8 - 10,G,gut * Z,,Feldsteinweg,Pank,O,21,F,einfach * D
Fechnerstraße,ChWi,W,11 - 27,U,gut Z,,Feldsteinweg,Pank,O,22,F,einfach  D
Fechnerstraße,ChWi,W,12 - 30,G,gut Z,,Feldsteinweg,Pank,O,23,F,einfach * D
Fehlerstraße,TSch,W,1,F,gut  D,,Feldsteinweg,Pank,O,24,F,einfach  D
Fehlerstraße,TSch,W,2 - 5,F,gut * D,,Feldsteinweg,Pank,O,25 - 29,F,einfach * D
Fehlerstraße,TSch,W,6,F,gut  D,,Feldstraße,Mitt,W,,K,einfach Z
Fehlerstraße,TSch,W,7 - 8,F,gut * D,,Feldstraße,Span,W,5 - 33,F,einfach  D
Fehlerstraße,TSch,W,9,F,gut  D,,Feldstraße,Span,W,35 - 50,F,einfach Z
Fehlerstraße,TSch,W,10,F,gut * D,,Feldstraße,Span,W,51,F,einfach * Z
Fehlerstraße,TSch,W,11,F,gut  D,,Feldstraße,Span,W,51 A - 51 B,F,einfach Z
Fehlerstraße,TSch,W,12 - 13,F,gut * D,,Feldstraße,Span,W,52 - 53,F,einfach * Z
Fehlerstraße,TSch,W,13 A,F,gut  D,,Feldstraße,Span,W,53 A - 53 B,F,einfach Z
Fehlerstraße,TSch,W,14,F,gut * D,,Feldstraße,Span,W,54 - 56,F,einfach * Z
Fehlerstraße,TSch,W,15 - 17,F,gut  D,,Feldstraße,StZe,W,1,F,einfach * D
Fehleweg,TrKö,O,,K,mittel  D,,Feldstraße,StZe,W,2 - 48,F,einfach  D
Fehlingstraße,TSch,W,,K,mittel * D,,Feldtmannstraße,Lich,O,49 - 66,F,mittel  D
Fehmarner Straße,Mitt,W,1,F,einfach * Z,,Feldtmannstraße,Lich,O,84,F,mittel * D
Fehmarner Straße,Mitt,W,2 - 24,F,einfach Z,,Feldtmannstraße,Lich,O,85 - 116,F,mittel  D
Fehmarner Straße,Mitt,W,25,F,einfach * Z,,Feldtmannstraße,Pank,O,5 - 38 A,F,einfach  D
Fehrbelliner Platz,ChWi,W,1 - 4,F,gut * Z,,Feldtmannstraße,Pank,O,39 A - 47,F,mittel  D
Fehrbelliner Platz,ChWi,W,5,F,mittel * Z,,Feldtmannstraße,Pank,O,119 - 143 A,F,mittel  D
Fehrbelliner Platz,ChWi,W,7 - 8,F,gut * Z,,Feldtmannstraße,Pank,O,147 - 158,F,einfach  D
Fehrbelliner Straße,Mitt,O,16 - 20,F,gut Z,,Feldtmannstraße,Pank,O,167,F,einfach * D
Fehrbelliner Straße,Mitt,O,22 - 25,F,gut * Z,,Feldtmannstraße,Pank,O,170 - 172,F,einfach  D
Fehrbelliner Straße,Mitt,O,26 - 42 A,F,gut Z,,Feldzeugmeisterstraße,Mitt,W,1,F,einfach * Z
Fehrbelliner Straße,Mitt,O,43 - 55,F,mittel Z,,Feldzeugmeisterstraße,Mitt,W,2 - 16,F,einfach Z
Fehrbelliner Straße,Mitt,O,56,F,mittel * Z,,Feldzeugmeisterstraße,Mitt,W,17 - 18,F,einfach * Z
Fehrbelliner Straße,Mitt,O,57,F,mittel Z,,Feldzeugmeisterstraße,Span,W,1 - 9,U,einfach  D
Fehrbelliner Straße,Mitt,O,58,F,mittel * Z,,Feldzeugmeisterstraße,Span,W,2 - 6,G,einfach  D
Fehrbelliner Straße,Mitt,O,77 - 79,F,gut * Z,,Feldzeugmeisterstraße,Span,W,11 - 15,U,einfach * D
Fehrbelliner Straße,Mitt,O,80 - 84,F,gut Z,,Felgentreustraße,StZe,W,,K,einfach  D
Fehrbelliner Straße,Pank,O,3,F,gut * Z,,Felixstraße,TSch,W,1 - 5,U,mittel * D
Fehrbelliner Straße,Pank,O,4 - 14 A,F,gut Z,,Felixstraße,TSch,W,2 - 2 A,G,mittel * Z
Fehrbelliner Straße,Pank,O,14 B,F,gut * Z,,Felixstraße,TSch,W,4 - 74,G,mittel Z
Fehrbelliner Straße,Pank,O,15,F,gut Z,,Felixstraße,TSch,W,7 - 73,U,mittel  D
Fehrbelliner Straße,Pank,O,85 - 98,F,gut Z,,Fellbacher Straße,Rein,W,3 - 16,F,gut  D
Fehrbelliner Straße,Pank,O,99 - 101,F,gut * Z,,Fellbacher Straße,Rein,W,17,F,gut * D
Fehrbelliner Straße,Span,W,8 - 28,F,einfach  D,,Fellbacher Straße,Rein,W,18 - 30 A,F,gut  D
Fehrbelliner Straße,Span,W,28 A - 29,F,einfach * D,,Fellbacher Straße,Rein,W,31,F,gut * D
Fehrbelliner Straße,Span,W,29 B - 39 B,F,einfach  D,,Fenchelweg,Neuk,W,4 - 4 A,G,mittel * D
Fehrower Steig,TrKö,O,,K,mittel  D,,Fenchelweg,Neuk,W,6 - 6 A,G,mittel  D
Feierabendweg,MaHe,O,,K,mittel  D,,Fenchelweg,Neuk,W,8 - 20,G,mittel * D
Feigensteig,Span,O,,K,einfach  D,,Fenchelweg,Neuk,W,22 - 24,G,mittel  D
Feilnerstraße,FrKr,W,1 - 1 A,F,einfach * Z,,Fenchelweg,Neuk,W,26,G,mittel * D
Feilnerstraße,FrKr,W,1 B - 12,F,einfach Z,,Fenchelweg,Neuk,W,28 - 30,G,mittel  D
Feldberger Ring,MaHe,O,,K,mittel  D,,Fenchelweg,Neuk,W,31,U,mittel * D
Feldblumenweg,TrKö,O,,K,mittel  D,,Fenchelweg,Neuk,W,32,G,mittel * D
Feldgrabensteig,Span,W,,K,einfach  D,,Fenchelweg,Neuk,W,33 - 97,U,mittel  D
Feldkräuterweg,Pank,O,,K,einfach  D,,Fenchelweg,Neuk,W,34 - 98,G,mittel  D
Feldlerchenweg,Rein,W,,K,mittel  D,,Fennpfuhlweg,Lich,O,2,G,einfach * D
Feldmarkweg,Rein,W,,K,mittel  D,,Fennpfuhlweg,Lich,O,3 - 75,U,mittel  D
Feldrain,MaHe,O,,K,einfach  D,,Fennpfuhlweg,Lich,O,4 - 76,G,einfach  D
Straßenname1,Bezirk2,G3,Hausnr.4,B5,WL6 WL7,,Straßenname1,Bezirk2,G3,Hausnr.4,B5,WL6 WL7
Fennpfuhlweg,Lich,O,77 - 101,U,einfach  D,,Fichtestraße,FrKr,W,19 A - 34,F,mittel Z
Fennpfuhlweg,Lich,O,103 - 105,U,einfach * D,,Fichtestraße,Rein,W,1 - 21,U,mittel  D
Fennstraße,Mitt,W,,K,einfach * Z,,Fichtestraße,Rein,W,2 - 22,G,mittel  D
Fennstraße,TrKö,O,1 - 8,F,mittel * D,,Fichtestraße,Rein,W,25 - 33,U,gut  D
Fennstraße,TrKö,O,9 - 23,F,mittel  D,,Fichtestraße,Rein,W,26 - 30 A,G,gut  D
Fennstraße,TrKö,O,24 - 31,F,mittel * D,,Fichtestraße,TrKö,O,,K,einfach  D
Ferbitzer Weg,Span,O,,K,einfach  D,,Fidicinstraße,FrKr,W,1,F,mittel * Z
Fercher Straße,MaHe,O,,K,mittel  D,,Fidicinstraße,FrKr,W,1 A - 23,F,mittel Z
Fercher Straße,StZe,W,,K,mittel  D,,Fidicinstraße,FrKr,W,24 - 25,F,mittel * Z
Ferdinand-Buisson-Straße,Pank,O,2 - 2 E,G,einfach * D,,Fidicinstraße,FrKr,W,25 A - 44,F,mittel Z
Ferdinand-Buisson-Straße,Pank,O,2 F - 8,G,einfach  D,,Fidicinstraße,FrKr,W,45,F,mittel * Z
Ferdinand-Buisson-Straße,Pank,O,3 - 29,U,einfach  D,,Fielitzstraße,TrKö,O,,K,mittel  D
Ferdinand-Buisson-Straße,Pank,O,10 - 14,G,mittel  D,,Figarostraße,Pank,O,1,U,mittel * D
Ferdinand-Buisson-Straße,Pank,O,28 - 76,G,mittel * D,,Figarostraße,Pank,O,2,G,mittel * D
Ferdinand-Buisson-Straße,Pank,O,31 - 41,U,einfach * D,,Figarostraße,Pank,O,3 - 41,U,mittel  D
Ferdinand-Buisson-Straße,Pank,O,45 - 75,U,mittel * D,,Figarostraße,Pank,O,6 - 44,G,mittel  D
Ferdinand-Magellan-Straße,Span,W,,K,mittel  D,,Fignerweg,TSch,W,,K,mittel  D
Ferdinand-Schultze-Straße,Lich,O,1 - 15,U,mittel * D,,Filandastraße,StZe,W,1 - 15,F,gut * D
Ferdinand-Schultze-Straße,Lich,O,12 - 14,G,mittel * D,,Filandastraße,StZe,W,22 - 23,F,gut * Z
Ferdinand-Schultze-Straße,Lich,O,16 - 90,G,mittel  D,,Filandastraße,StZe,W,27 - 29,F,gut * D
Ferdinand-Schultze-Straße,Lich,O,17 - 91,U,mittel  D,,Filandastraße,StZe,W,30 - 35,F,gut  D
Ferdinand-Schultze-Straße,Lich,O,92 - 106,G,einfach  D,,Filandastraße,StZe,W,35 A,F,gut * D
Ferdinand-Schultze-Straße,Lich,O,93 - 99,U,einfach  D,,Filehner Straße,TrKö,O,,K,mittel  D
Ferdinand-Schultze-Straße,Lich,O,115 - 125,U,einfach * D,,Filmwerkeweg,Span,W,1,U,einfach * D
Ferdinand-Schultze-Straße,Lich,O,122 - 124,G,einfach * D,,Filmwerkeweg,Span,W,3,U,einfach  D
Ferdinand-Schultze-Straße,Lich,O,128 - 132,G,einfach  D,,Finchleystraße,TSch,W,2,G,mittel * D
Ferdinandstraße,MaHe,O,1 - 3,U,mittel * D,,Finchleystraße,TSch,W,4 - 6,G,mittel  D
Ferdinandstraße,MaHe,O,4,G,mittel * D,,Finchleystraße,TSch,W,10 - 12,G,mittel Z
Ferdinandstraße,MaHe,O,5 - 67,U,mittel  D,,Finckensteinallee,StZe,W,1 - 5,U,gut * D
Ferdinandstraße,MaHe,O,10 - 68,G,mittel  D,,Finckensteinallee,StZe,W,7 - 25,U,gut  D
Ferdinandstraße,StZe,W,1 - 34,F,gut  D,,Finckensteinallee,StZe,W,8,G,gut  D
Ferdinandstraße,StZe,W,35,F,gut * D,,Finckensteinallee,StZe,W,16 - 28,G,gut * D
Fetschowzeile,Rein,W,1,U,mittel * D,,Finckensteinallee,StZe,W,27 - 41,U,gut * D
Fetschowzeile,Rein,W,3 - 25,U,mittel  D,,Finckensteinallee,StZe,W,28 A,G,gut  D
Fetschowzeile,Rein,W,4 - 16,G,mittel  D,,Finckensteinallee,StZe,W,30,G,gut * D
Feuchtwangerweg,Neuk,W,,K,mittel  D,,Finckensteinallee,StZe,W,30 A,G,gut  D
Feuerbachstraße,StZe,W,2 - 6,G,gut * Z,,Finckensteinallee,StZe,W,32,G,gut * D
Feuerbachstraße,StZe,W,8,G,gut Z,,Finckensteinallee,StZe,W,32 A,G,gut  D
Feuerbachstraße,StZe,W,9,U,gut * Z,,Finckensteinallee,StZe,W,34 - 34 A,G,gut * D
Feuerbachstraße,StZe,W,11 - 13,U,gut Z,,Finckensteinallee,StZe,W,36,G,gut  D
Feuerbachstraße,StZe,W,16 - 30,G,mittel Z,,Finckensteinallee,StZe,W,38 - 42,G,gut * D
Feuerbachstraße,StZe,W,23 - 31,U,mittel Z,,Finckensteinallee,StZe,W,42 A,G,gut  D
Feuerbachstraße,StZe,W,34 - 64,G,mittel * Z,,Finckensteinallee,StZe,W,44,G,gut * D
Feuerbachstraße,StZe,W,43 - 53,U,mittel * Z,,Finckensteinallee,StZe,W,46 - 50,G,gut  D
Feuerbachstraße,StZe,W,53 A,U,mittel Z,,Finckensteinallee,StZe,W,52 - 68,G,gut * D
Feuerbachstraße,StZe,W,55 - 63,U,mittel * Z,,Finckensteinallee,StZe,W,63,U,gut  D
Feuerbachstraße,StZe,W,68 - 70,G,mittel * D,,Finckensteinallee,StZe,W,65 - 73,U,gut * D
Feuerdornweg,Pank,O,,K,einfach  D,,Finckensteinallee,StZe,W,68 A - 68 B,G,gut  D
Feuerfalterstraße,MaHe,O,,K,mittel  D,,Finckensteinallee,StZe,W,70,G,gut * D
Feuerkäferweg,Span,W,,K,einfach  D,,Finckensteinallee,StZe,W,72,G,gut  D
Feuersteiner Straße,MaHe,O,,K,einfach  D,,Finckensteinallee,StZe,W,76 - 82,G,gut * D
Feuerweg,Rein,W,,K,mittel  D,,Finckensteinallee,StZe,W,82 A,G,gut  D
Feurigstraße,TSch,W,3 - 37,F,einfach Z,,Finckensteinallee,StZe,W,84 - 110,G,gut * D
Feurigstraße,TSch,W,38 - 39,F,einfach * Z,,Finckensteinallee,StZe,W,85 - 87,U,gut  D
Feurigstraße,TSch,W,41 - 65,F,einfach Z,,Finckensteinallee,StZe,W,89 - 103,U,gut * D
Feurigstraße,TSch,W,66 - 68,F,einfach * Z,,Finckensteinallee,StZe,W,105,U,gut  D
Fichtelbergstraße,MaHe,O,2 - 8,G,einfach * D,,Finckensteinallee,StZe,W,111,U,gut * D
Fichtelbergstraße,MaHe,O,5 - 7,U,einfach * D,,Finckensteinallee,StZe,W,112,G,gut  D
Fichtelbergstraße,MaHe,O,9 - 15,U,einfach  D,,Finckensteinallee,StZe,W,113 - 115,U,gut  D
Fichtelbergstraße,MaHe,O,10 - 30,G,einfach  D,,Finckensteinallee,StZe,W,114 - 142,G,gut * D
Fichtenauer Straße,TrKö,O,1 - 17,U,einfach  D,,Finckensteinallee,StZe,W,123 - 133,U,gut * D
Fichtenauer Straße,TrKö,O,4 - 18,G,einfach  D,,Finckensteinallee,StZe,W,135 - 137 A,U,gut  D
Fichtenauer Straße,TrKö,O,19 - 21,U,einfach * D,,Finckensteinallee,StZe,W,139 - 143 A,U,gut * D
Fichtenauer Straße,TrKö,O,23,U,einfach  D,,Finckensteinallee,StZe,W,142 A - 142 C,G,gut  D
Fichtengrund,TrKö,O,1 - 5,F,einfach * D,,Finckensteinallee,StZe,W,144,G,gut * D
Fichtengrund,TrKö,O,6,F,einfach  D,,Finckensteinallee,StZe,W,144 A - 144 C,G,gut  D
Fichtengrund,TrKö,O,7,F,einfach * D,,Finckensteinallee,StZe,W,145,U,gut  D
Fichtengrund,TrKö,O,7 A - 7 C,F,einfach  D,,Finckensteinallee,StZe,W,146,G,gut * D
Fichtengrund,TrKö,O,8 - 25,F,einfach * D,,Finckensteinallee,StZe,W,146 A - 146 C,G,gut  D
Fichtenstraße,MaHe,O,,K,einfach  D,,Finckensteinallee,StZe,W,147,U,gut * D
Fichtenweg,Span,W,,K,mittel  D,,Finckensteinallee,StZe,W,147 A - 147 C,U,gut  D
Fichtenzeisigweg,Pank,O,,K,mittel * D,,Finckensteinallee,StZe,W,149,U,gut * D
Fichtestraße,FrKr,W,1 - 16,F,mittel Z,,Finckensteinallee,StZe,W,149 A - 149 C,U,gut  D
Fichtestraße,FrKr,W,19,F,mittel * Z,,Finckensteinallee,StZe,W,150 - 152,G,gut * D
Straßenname1,Bezirk2,G3,Hausnr.4,B5,WL6 WL7,,Straßenname1,Bezirk2,G3,Hausnr.4,B5,WL6 WL7
Finckensteinallee,StZe,W,151,U,gut * D,,Fischerinsel,Mitt,O,4 - 5,F,mittel * Z
Finckensteinallee,StZe,W,151 A,U,gut  D,,Fischerinsel,Mitt,O,6 - 9,F,mittel Z
Finckensteinallee,StZe,W,152 A - 152 C,G,gut  D,,Fischerinsel,Mitt,O,10 - 13,F,mittel * Z
Finckensteinallee,StZe,W,153 - 155,U,gut * D,,Fischerinsel,Mitt,O,14,F,mittel Z
Finckensteinallee,StZe,W,154 - 154 A,G,gut * D,,Fischerinsel,Mitt,O,15 - 16,F,mittel * Z
Finckensteinallee,StZe,W,154 B - 154 C,G,gut  D,,Fischerstraße,Lich,O,1 - 1 A,F,mittel * D
Finckensteinallee,StZe,W,155 A,U,gut  D,,Fischerstraße,Lich,O,2 - 21,F,mittel  D
Finckensteinallee,StZe,W,159 - 165,U,gut * D,,Fischerstraße,Lich,O,23 - 28,F,mittel * D
Finckensteinallee,StZe,W,170,G,gut * D,,Fischerstraße,Lich,O,29 - 30,F,einfach  D
Fingerhutweg,Neuk,W,,K,mittel  D,,Fischerstraße,Lich,O,31,F,einfach * D
Fingerstrauchweg,Pank,O,,K,einfach  D,,Fischerstraße,Lich,O,32 - 36,F,einfach  D
Finkeldeweg,TrKö,O,,K,mittel  D,,Fischerstraße,Span,W,4,F,einfach * Z
Finkelsteinstraße,MaHe,O,,K,mittel  D,,Fischerstraße,Span,W,5 - 33,F,einfach Z
Finkengasse,TrKö,O,1 - 5,U,einfach  D,,Fischerstraße,Span,W,35 - 40,F,einfach * Z
Finkengasse,TrKö,O,2 - 4,G,einfach  D,,Fischerstraße,Span,W,41 - 43,F,einfach Z
Finkengasse,TrKö,O,7,U,einfach * D,,Fischhauser Weg,Mitt,W,,K,einfach  D
Finkenkruger Weg,Span,W,2 - 20,G,einfach * D,,Fischottersteig,ChWi,W,,K,gut  D
Finkenkruger Weg,Span,O,13,U,einfach * D,,Fischzug,FrKr,O,,K,gut  D
Finkenkruger Weg,Span,O,15 - 21 B,U,einfach  D,,Flachsweg,StZe,W,,K,gut  D
Finkenkruger Weg,Span,W,22 - 66,G,einfach  D,,Flaischlenstraße,Pank,O,1 - 4,F,mittel * D
Finkenkruger Weg,Span,O,27,U,einfach * D,,Flaischlenstraße,Pank,O,5,F,mittel  D
Finkenkruger Weg,Span,O,31 - 55 A,U,einfach  D,,Flaischlenstraße,Pank,O,5 A - 8 A,F,mittel * D
Finkenkruger Weg,Span,O,57 - 59 A,U,einfach * D,,Flaischlenstraße,Pank,O,8 B - 8 C,F,mittel  D
Finkenkruger Weg,Span,O,63 - 65,U,einfach  D,,Flaischlenstraße,Pank,O,8 D,F,mittel * D
Finkenkruger Weg,Span,O,65 A - 73,U,einfach * D,,Flaischlenstraße,Pank,O,9,F,mittel  D
Finkenkruger Weg,Span,W,68,G,einfach * D,,Flaischlenstraße,Pank,O,10 - 16,F,mittel * D
Finkenkruger Weg,Span,W,70,G,einfach  D,,Flaischlenstraße,Pank,O,18 - 19,F,mittel  D
Finkenkruger Weg,Span,W,74,G,einfach * D,,Flaischlenstraße,Pank,O,40 - 69,F,mittel * D
Finkenkruger Weg,Span,W,74 A - 122 E,G,einfach  D,,Flakenseestraße,TrKö,O,1 - 13,U,gut  D
Finkenkruger Weg,Span,O,75 - 125,U,einfach  D,,Flakenseestraße,TrKö,O,2 - 36,G,gut  D
Finkenschlag,TrKö,O,,K,mittel  D,,Flakenseestraße,TrKö,O,19 - 31,U,mittel  D
Finkenstraße,MaHe,O,,K,einfach  D,,Flämingstraße,MaHe,O,1 - 123,U,einfach  D
Finkenstraße,StZe,W,1 - 23,U,gut  D,,Flämingstraße,MaHe,O,2,G,einfach * D
Finkenstraße,StZe,W,10 - 20,G,gut  D,,Flämingstraße,MaHe,O,14 - 122,G,einfach  D
Finkenstraße,StZe,W,25,U,gut * D,,Flanaganstraße,StZe,W,1 - 1 A,U,gut * D
Finkenwalder Weg,MaHe,O,1 - 47,U,mittel  D,,Flanaganstraße,StZe,W,3 - 43,U,gut  D
Finkenwalder Weg,MaHe,O,2 - 50,G,mittel  D,,Flanaganstraße,StZe,W,4 - 22 B,G,gut  D
Finkenwalder Weg,MaHe,O,49 - 51,U,mittel * D,,Flanaganstraße,StZe,W,45,U,gut * D
Finkenwalder Weg,MaHe,O,52 - 54,G,mittel * D,,Flankenschanze,Span,W,1 - 11,U,einfach  D
Finkenweg,TrKö,O,,K,einfach  D,,Flankenschanze,Span,W,4 - 20,G,einfach  D
Finkenweg,TSch,W,,K,mittel Z,,Flankenschanze,Span,W,13 - 35,U,einfach Z
Finnentroper Weg,Rein,W,,K,mittel  D,,Flankenschanze,Span,W,32,G,einfach Z
Finnländische Straße,Pank,O,1 - 11,F,mittel * D,,Flankenschanze,Span,W,37 - 41,U,einfach * Z
Finnländische Straße,Pank,O,12 - 17,F,mittel  D,,Flankenschanze,Span,W,38,G,mittel * Z
Finowstraße,FrKr,O,1,F,mittel * Z,,Flankenschanze,Span,W,42 - 46,G,mittel Z
