Columbiadamm,Neuk W,114 - 128,G,mittel,Dahlemer Weg,StZe W,2 - 10,G,gut
Columbiadamm,Neuk W,160 - 214,G,einfach,Dahlemer Weg,StZe W,45 - 249 A,U,mittel
Columbiadamm,TSch W,,K,mittel,Dahlemer Weg,StZe W,50 - 218,G,mittel
Conrad-Blenkle-Straße,Pank O,,K,mittel,Dahlienstraße,TrKö O,,K,mittel
Conradstraße,Rein W,,K,einfach,Dahlmannstraße,ChWi W,,K,gut
Conradstraße,StZe W,,K,gut,Dahlwitzer Landstraße,TrKö O,2 - 46,G,gut
Contessaweg,Span W,3 - 7,U,mittel,Dahlwitzer Landstraße,TrKö O,5,U,gut
Contessaweg,Span W,4 - 46,G,gut,Dahlwitzer Landstraße,TrKö O,61 - 153,U,mittel
Contessaweg,Span W,17 - 47,U,gut,Dahlwitzer Landstraße,TrKö O,181,U,gut
Coppistraße,Lich O,5 - 19,U,mittel,Dahlwitzer Straße,MaHe O,,K,mittel
Coppistraße,Lich O,8 - 24,G,einfach,Dahmestraße (Bohnd),TrKö O,1 - 36,F,einfach
Cora-Berliner-Straße,Mitt O,,K,gut,Dahmestraße (Bohnd),TrKö O,37 - 71,F,mittel
Cordesstraße,ChWi W,,K,mittel,Dahmestraße (Bohnd),TrKö O,72 - 105,F,einfach
Corinthstraße,FrKr O,,K,mittel,Dahmestraße (Grüna),TrKö O,,K,mittel
Corker Straße,Mitt W,,K,einfach,Dahmeweg,MaHe O,,K,einfach
Cornelius-Fredericks-Straße,Mitt W,,K,einfach,Dahnstraße,Rein W,,K,einfach
Corneliusstraße,Mitt W,,K,gut,Dahrendorfzeile,ChWi W,,K,einfach
Corneliusstraße,StZe W,1 - 15,U,gut,Daimlerstraße,TSch W,63 - 73 B,U,mittel
Corneliusstraße,StZe W,2 - 38,G,mittel,Daimlerstraße,TSch W,68 - 108,G,mittel
Corneliusstraße,StZe W,17 - 37,U,mittel,Daimlerstraße,TSch W,75 - 173,U,einfach
Corrensplatz,StZe W,,K,gut,Daimlerstraße,TSch W,112 - 168,G,einfach
Cosimaplatz,TSch W,,K,gut,Dalandweg,StZe W,,K,gut
Cosmarweg,Span W,3 - 59,U,einfach,Dallgower Straße,Span W,,K,einfach
Straßenname1,Bezirk2 G3,Hausnr.4,B5,WL6,Straßenname1,Bezirk2 G3,Hausnr.4,B5,WL6
Dallwitzstraße,StZe W,,K,mittel,Degnerstraße,Lich O,95 - 131,U,einfach
Damaschkestraße,ChWi W,,K,gut,Dehmelstraße,Pank O,,K,mittel
Dambecker-See-Weg,Span W,,K,einfach,Deidesheimer Straße,ChWi W,,K,gut
Dambockstraße,Rein W,,K,mittel,Deidesheimer Straße,TSch W,,K,gut
Damerauer Allee,MaHe O,,K,mittel,Deilingeweg,Rein W,,K,mittel
Dämeritzstraße,TrKö O,,K,einfach,Deisterpfad,StZe W,,K,gut
Damerowstraße,Pank O,,K,mittel,Deitmerstraße,StZe W,,K,gut
Damkitzstraße,Rein W,,K,mittel,Delbrückstraße,ChWi W,,K,gut
Dammheidestraße,TrKö O,,K,mittel,Delbrückstraße,Lich O,,K,mittel
Dammsmühler Straße,Pank O,1 - 71,U,mittel,Delbrückstraße,Neuk W,,K,einfach
Dammsmühler Straße,Pank O,4 - 50 B,G,mittel,Delfter Ufer,Neuk W,,K,einfach
Dammsmühler Straße,Pank O,52 - 70,G,einfach,Delmer Steig,Neuk W,,K,einfach
Dammweg,Neuk W,,K,einfach,Delphinstraße,Neuk W,,K,einfach
Dammweg,TrKö O,1,U,mittel,Delpzeile,ChWi W,,K,einfach
Dammweg,TrKö O,1 A - 1 B,U,gut,Demminer Straße,Lich O,1 A - 49,U,einfach
Dammweg,TrKö O,3 - 145,U,mittel,Demminer Straße,Lich O,4 - 6,G,einfach
Dammweg,TrKö O,6 - 164,G,mittel,Demminer Straße,Lich O,38,G,mittel
Dammweg,TrKö O,149 - 205,U,einfach,Demminer Straße,Mitt W,,K,einfach
Dammweg,TrKö O,170 - 206,G,einfach,Deniszeile,Span W,,K,einfach
Damsdorfer Weg,StZe W,,K,gut,Denkstraße,StZe W,,K,mittel
Damwildsteig,Rein W,,K,mittel,Dennewitzstraße,FrKr W,,K,gut
Danckelmannstraße,ChWi W,,K,mittel,Dennewitzstraße,Mitt W,,K,mittel
Dänenstraße,Pank O,,K,gut,Dennewitzstraße,TSch W,,K,einfach
Dankmarsteig,Neuk W,,K,einfach,Der Zwinger,Rein W,,K,gut
Dankmarsteig,TrKö O,7 A,U,einfach,Derfflingerstraße,Mitt W,,K,mittel
Dankmarsteig,TrKö O,17 - 133,U,mittel,Derfflingerstraße,StZe W,,K,mittel
Dankmarsteig,TrKö O,18 - 134,G,mittel,Dernburgstraße,ChWi W,,K,gut
Dankratstraße,MaHe O,,K,mittel,Desideriusweg,Rein W,,K,mittel
Dankratweg,MaHe O,,K,mittel,Dessauer Straße,FrKr W,1 - 8,F,mittel
Dankwartstraße,Lich O,,K,mittel,Dessauer Straße,FrKr W,9 - 40,F,einfach
Danneckerstraße,FrKr O,,K,mittel,Dessauer Straße,MaHe O,,K,einfach
Dannenreicher Pfad,TrKö O,,K,einfach,Dessauerstraße,StZe W,,K,mittel
Dannenwalder Weg,Rein W,2 - 154,G,mittel,Dessenheimer Weg,Neuk W,,K,einfach
Dannenwalder Weg,Rein W,5 - 125,U,mittel,Dessinstraße,Rein W,,K,einfach
Dannenwalder Weg,Rein W,127 - 167,U,einfach,Detlevstraße,Lich O,,K,einfach
Dannenwalder Weg,Rein W,156 - 196,G,einfach,Detmolder Straße,ChWi W,,K,gut
Danziger Straße,FrKr O,,K,mittel,Dettelbacher Weg,Pank O,,K,mittel
Danziger Straße,Pank O,1 - 81,U,gut,Deulstraße,TrKö O,,K,einfach
Danziger Straße,Pank O,2 - 178,G,gut,Deutsche Straße,Rein W,,K,einfach
Danziger Straße,Pank O,99 - 111,U,mittel,Deutschhofer Allee,MaHe O,,K,mittel
Danziger Straße,Pank O,119 - 159 A,U,gut,Deutsch-Kroner-Ring,Neuk W,,K,einfach
Danziger Straße,Pank O,161 - 245,U,mittel,Deutschmeisterstraße,Lich O,,K,mittel
Danziger Straße,Pank O,180 - 186,G,mittel,Deutschtaler Straße,Neuk W,1 - 7 A,U,mittel
Darbystraße,Span W,,K,einfach,Deutschtaler Straße,Neuk W,2 A - 30,G,mittel
Dardanellenweg,TSch W,,K,einfach,Deutschtaler Straße,Neuk W,11 - 177,U,einfach
Darguner Straße,Lich O,,K,einfach,Deutschtaler Straße,Neuk W,40 - 180,G,einfach
Darmstädter Straße,ChWi W,,K,gut,Deutzer Steig,TrKö O,,K,einfach
Darser Straße,StZe W,,K,mittel,Devrientweg,StZe W,1 - 5 A,U,mittel
Darsiner Weg,Rein W,,K,mittel,Devrientweg,StZe W,2 - 36,G,mittel
Darßer Bogen,Pank O,,K,mittel,Devrientweg,StZe W,9 - 35,U,gut
Darßer Straße,Lich O,,K,einfach,DGZ-Ring,Pank O,,K,mittel
Darßer Straße,Pank O,201 - 205,U,mittel,Diakonieweg,Rein W,,K,mittel
Darßer Straße,Pank O,210,G,einfach,Dianastraße,Rein W,,K,mittel
Darsteiner Weg,TrKö O,,K,einfach,Dickensweg,ChWi W,,K,gut
Darwinstraße,ChWi W,,K,einfach,Dickhardtstraße,TSch W,,K,gut
Dasburger Weg,Lich O,,K,einfach,Didostraße,TSch W,1 - 7,U,einfach
Dathepromenade,Lich O,,K,mittel,Didostraße,TSch W,2 - 18 C,G,mittel
Dattelner Weg,Rein W,,K,mittel,Didostraße,TSch W,9 - 19,U,mittel
Dauerwaldweg,ChWi W,,K,mittel,Diedenhofener Straße,Span W,,K,einfach
Däumlingsweg,TrKö O,,K,mittel,Diedenhofer Straße,Pank O,,K,gut
Daumstraße,Span W,,K,einfach,Diedersdorfer Weg,TSch W,,K,einfach
David-Francke-Straße,Span W,,K,einfach,Dieffenbachstraße,FrKr W,1 - 64,F,mittel
David-Friedländer-Weg,Lich O,,K,einfach,Dieffenbachstraße,FrKr W,65 - 78,F,gut
Davoser Straße,ChWi W,,K,gut,Dielingsgrund,TSch W,1 - 13,U,mittel
Debenzer Straße,MaHe O,,K,mittel,Dielingsgrund,TSch W,4 - 14 B,G,mittel
Debussystraße,Pank O,,K,mittel,Dielingsgrund,TSch W,16 - 54,G,einfach
Dechertstraße,Pank O,,K,mittel,Dielingsgrund,TSch W,17 - 51,U,einfach
Dechtower Steig,Span W,,K,mittel,Dierhagener Straße,Lich O,,K,einfach
Dederingstraße,TSch W,,K,einfach,Dieselstraße,Neuk W,,K,einfach
Deeper Pfad,Rein W,,K,mittel,Diestelmeyerstraße,FrKr O,,K,mittel
Defreggerstraße,TrKö O,,K,mittel,Diesterwegstraße,Pank O,1 - 9 E,U,gut
Degnerstraße,Lich O,3 - 87,U,mittel,Diesterwegstraße,Pank O,10 - 32,G,mittel
Degnerstraße,Lich O,12 - 48,G,mittel,Diethelmweg,MaHe O,,K,einfach
Degnerstraße,Lich O,58 - 150,G,einfach,Dietlindestraße,Lich O,,K,mittel
Straßenname1,Bezirk2 G3,Hausnr.4,B5,WL6,Straßenname1,Bezirk2 G3,Hausnr.4,B5,WL6
Dietrich-Bonhoeffer-Straße,Pank O,,K,gut,Donarstraße,Pank O,,K,mittel
Dietrichinger Weg,Rein W,3 - 7,U,einfach,Donathstraße,MaHe O,,K,gut
Dietrichinger Weg,Rein W,4 - 8,G,mittel,Donaustraße,Neuk W,1 - 67,F,einfach
Dietrichstraße,Lich O,,K,einfach,Donaustraße,Neuk W,67 B - 70 B,F,mittel
Dietzgenstraße,Pank O,1 - 17,U,mittel,Donaustraße,Neuk W,73 - 131,F,einfach
Dietzgenstraße,Pank O,2 - 28,G,mittel,Don-Bosco-Steig,StZe W,,K,gut
Dietzgenstraße,Pank O,19 - 59,U,gut,Dönhoffstraße,Lich O,,K,gut
Dietzgenstraße,Pank O,34 - 52,G,gut,Donizettistraße,MaHe O,1 - 37,U,gut
Dietzgenstraße,Pank O,56 - 162,G,mittel,Donizettistraße,MaHe O,4 - 58,G,gut
Dietzgenstraße,Pank O,63 - 131,U,mittel,Donizettistraße,MaHe O,43 - 59,U,mittel
Dietzgenstraße,Pank O,135 - 189,U,einfach,Donizettistraße,MaHe O,60 - 110,G,mittel
Dietzgenstraße,Pank O,164 - 194,G,einfach,Donizettistraße,MaHe O,61 - 63,U,gut
Dievenowstraße,ChWi W,,K,gut,Donizettistraße,MaHe O,65 - 109,U,mittel
Dihlmannstraße,Span W,2,G,einfach,Donnersmarckallee,Rein W,,K,gut
Dihlmannstraße,Span W,10 - 30,G,mittel,Donnersmarckplatz,Rein W,,K,gut
Dihlmannstraße,Span W,15,U,mittel,Dora-Benjamin-Park,FrKr O,,K,gut
Dijonstraße,StZe W,,K,mittel,Dora-Mendler-Straße,Neuk W,,K,einfach
Dillenburger Straße,ChWi W,4,G,gut,Dörbeckweg,Span W,,K,einfach
Dillenburger Straße,ChWi W,45,U,mittel,Dörchläuchtingstraße,Neuk W,,K,einfach
Dillenburger Straße,ChWi W,53 - 57,U,gut,Dörfelweg,TSch W,1 - 15 A,U,einfach
Dillenburger Straße,ChWi W,54 - 62,G,mittel,Dörfelweg,TSch W,4 - 18 A,G,mittel
Dillenburger Straße,StZe W,,K,gut,Dorfplatz,TrKö O,,K,mittel
Dillgesstraße,StZe W,,K,mittel,Dorfstraße,MaHe O,,K,mittel
Dillinger Weg,MaHe O,,K,mittel,Dorfstraße,Span W,1 - 38,F,einfach
Dillweg,Pank O,,K,mittel,Dorfstraße,Span W,40,F,mittel
Dingelstädter Straße,Lich O,,K,mittel,Dorfstraße,Span W,41 - 85 B,F,einfach
Dingolfinger Straße,MaHe O,,K,mittel,Dorfstraße,TrKö O,,K,einfach
Dinkelsbühler Steig,Rein W,,K,gut,Dorfstraße (Falkb),Lich O,,K,einfach
Dinkelweg,Pank O,,K,einfach,Dorfstraße (Malch),Lich O,,K,mittel
Dinnendahlstraße,TSch W,,K,mittel,Dorfstraße (Wartb),Lich O,,K,mittel
Dircksenstraße,Mitt O,3 - 5,F,mittel,Döringstraße,FrKr O,,K,gut
Dircksenstraße,Mitt O,35 - 52,F,gut,Dornacher Straße,MaHe O,,K,mittel
Dirschauer Straße,FrKr O,,K,gut,Dornbrunner Straße,TrKö O,,K,mittel
Dirschauer Straße,MaHe O,,K,mittel,Dorndreherweg,Rein W,,K,mittel
Dirschelweg,TSch W,,K,mittel,Dornröschenstraße,TrKö O,,K,mittel
Distelfalterstraße,MaHe O,,K,mittel,Dorotheastraße,Lich O,,K,gut
Distelfinkweg,Neuk W,,K,mittel,Dorothea-Stutkowski-Weg,Neuk W,,K,mittel
Distelpfad,Span O,,K,einfach,Dorothea-Viehmann-Straße,TrKö O,10 - 50,G,einfach
Distelweg,Pank O,,K,mittel,Dorothea-Viehmann-Straße,TrKö O,21 - 45,U,einfach
Ditfurter Straße,Pank O,,K,mittel,Dorothea-Viehmann-Straße,TrKö O,47 - 53,U,mittel
Dittersbacher Weg,StZe W,,K,mittel,Dorotheenstraße,Mitt O,,K,gut
Döbelner Straße,MaHe O,,K,einfach,Dorotheenstraße,StZe W,,K,gut
Döbelner Weg,Neuk W,,K,mittel,Dorotheenstraße,TrKö O,,K,mittel
Doberaner Straße,ChWi W,,K,gut,Dörpfeldstraße,TrKö O,1 - 89,U,mittel
Doberaner Straße,Lich O,,K,einfach,Dörpfeldstraße,TrKö O,2 - 94 B,G,mittel
Döberitzer Straße,Mitt W,,K,mittel,Dörpfeldstraße,TrKö O,96 - 116,G,einfach
Döberitzer Weg,Span O,,K,einfach,Dorstener Straße,StZe W,,K,einfach
Döbrabergweg,Pank O,,K,mittel,Dortmunder Straße,Mitt W,,K,mittel
Doehlweg,Span W,,K,mittel,Dossestraße,FrKr O,,K,mittel
Doevelweg,Neuk W,,K,einfach,Dossestraße,TSch W,,K,einfach
Döhlauer Pfad,StZe W,,K,mittel,Doßstraße,MaHe O,,K,mittel
Dohlengrund,MaHe O,,K,mittel,Dottistraße,Lich O,,K,mittel
Dohlenstraße,Rein W,,K,mittel,Douglasienweg,Neuk W,,K,einfach
Dohnagestell,Mitt W,,K,einfach,Douglasstraße,ChWi W,,K,gut
Dohnensteig,Rein W,,K,mittel,Dovestraße,ChWi W,,K,einfach
Dohnenstieg,StZe W,,K,gut,Dr.-Markus-Straße,Pank O,,K,mittel
Döhrendahlstraße,Lich O,,K,einfach,Drachenfelsstraße,Lich O,,K,gut
Doldenweg,StZe W,,K,mittel,Drachholzstraße,TrKö O,,K,gut
Dolgenseestraße,Lich O,,K,mittel,Draesekestraße,TrKö O,,K,mittel
Dollartstraße,StZe W,,K,mittel,Draisweg,StZe W,,K,mittel
Dolomitenstraße,Pank O,,K,mittel,Drakestraße,MaHe O,,K,gut
Dolziger Straße,FrKr O,1 - 14,F,mittel,Drakestraße,Mitt W,,K,gut
Dolziger Straße,FrKr O,15 - 30,F,gut,Drakestraße,StZe W,1 - 9 B,F,mittel
Dolziger Straße,FrKr O,31 - 34,F,mittel,Drakestraße,StZe W,10 - 78,F,gut
Dolziger Straße,FrKr O,35 - 43,F,gut,Drakestraße,StZe W,79 - 81,F,mittel
Dolziger Straße,FrKr O,44 - 51,F,mittel,Dramburger Straße,MaHe O,,K,mittel
Domagkstraße,TSch W,,K,mittel,Dranweg,Pank O,1 - 11,U,einfach
Dominicusstraße,TSch W,1 - 35,U,mittel,Dranweg,Pank O,2 - 10,G,einfach
Dominicusstraße,TSch W,2 - 40,G,mittel,Dranweg,Pank O,17 - 33,U,mittel
Dominicusstraße,TSch W,37 - 55,U,einfach,Dranweg,Pank O,18 - 30,G,mittel
Dominicusstraße,TSch W,42 - 56,G,einfach,Drausnitzer Straße,MaHe O,,K,mittel
Dömitzer Straße,Neuk W,,K,mittel,Drebkauer Straße,Rein W,,K,mittel
Domnauer Straße,TSch W,,K,mittel,Dregerhoffstraße,TrKö O,4 - 58,G,mittel
Dompfaffenweg,MaHe O,,K,einfach,Dregerhoffstraße,TrKö O,5 - 49,U,mittel
Straßenname1,Bezirk2 G3,Hausnr.4,B5,WL6,Straßenname1,Bezirk2 G3,Hausnr.4,B5,WL6
Dregerhoffstraße,TrKö O,53 - 117,U,einfach,Durlacher Straße,ChWi W,9 - 35,U,gut
Dregerhoffstraße,TrKö O,76 - 122,G,einfach,Durlacher Straße,MaHe O,,K,mittel
Dreherweg,Neuk W,,K,mittel,Dürtenstraße,Neuk W,,K,mittel
Dreifelderweg,Rein W,,K,mittel,Dusekestraße,Pank O,,K,mittel
Dreilindenstraße,StZe W,,K,gut,Düsseldorfer Straße,ChWi W,,K,gut
Drei-Linien-Weg,Pank O,,K,mittel,Düsterhauptstraße,Rein W,,K,mittel
Dreiserstraße,TrKö O,,K,gut,Dyrekeweg,Neuk W,,K,einfach
Drei-Zinnen-Weg,StZe W,,K,mittel,Dyrotzer Straße,Span W,,K,einfach
Drenziger Zeile,Rein W,,K,einfach,,,,,
Dresdener Straße,FrKr W,,K,einfach,E,,,,
Dresdener Straße,Mitt O,31 - 46,F,mittel,Ebelallee,TrKö O,,K,einfach
Dresdener Straße,Mitt O,79 - 114,F,gut,Ebelingstraße,FrKr O,,K,mittel
Dresselstraße,ChWi W,1,F,mittel,Ebenrotsteig,Pank O,,K,mittel
Dresselstraße,ChWi W,3 - 4,F,gut,Eberbacher Straße,ChWi W,,K,gut
Drewitzer Straße,Rein W,,K,gut,Ebereschenallee,ChWi W,,K,gut
Dreysestraße,Mitt W,,K,einfach,Ebereschenallee,MaHe O,,K,gut
Driesener Straße,Pank O,1 - 6,F,gut,Eberhard-Roters-Platz,FrKr W,,K,mittel
Driesener Straße,Pank O,8 A - 24,F,mittel,Eberhardstraße,Lich O,,K,mittel
Driesener Straße,Pank O,25 - 30,F,gut,Eberleinstraße,MaHe O,,K,gut
Drontheimer Straße,Mitt W,,K,einfach,Ebersdorfer Platz,Span W,,K,einfach
Dröpkeweg,Neuk W,,K,einfach,Ebersdorfer Straße,Span W,,K,einfach
Drorystraße,Neuk W,,K,einfach,Ebersstraße,TSch W,1 - 21,F,einfach
Drosselbartstraße,Neuk W,,K,einfach,Ebersstraße,TSch W,27 - 74,F,mittel
Drosselsteg,TrKö O,,K,mittel,Ebersstraße,TSch W,75 - 100,F,einfach
Drosselstieg,Lich O,,K,mittel,Ebersteinweg,StZe W,,K,mittel
Drosselstraße,Span W,,K,mittel,Eberswalder Straße,Pank O,,K,gut
Drosselweg,StZe W,,K,gut,Ebertstraße,Mitt W,1 - 4,F,gut
Drosselweg,TrKö O,,K,einfach,Ebertstraße,Mitt O,13 - 25,F,gut
Drossener Straße,Lich O,,K,einfach,Ebertystraße,FrKr O,,K,mittel
Drössestraße,TrKö O,,K,mittel,Echtermeyerstraße,StZe W,1 - 15,U,gut
Drostestraße,Rein W,,K,einfach,Echtermeyerstraße,StZe W,2 - 10,G,mittel
Droysenstraße,ChWi W,,K,gut,Eckenerweg,Span W,,K,einfach
Drübecker Weg,Neuk W,,K,einfach,Eckermannstraße,MaHe O,,K,mittel
Druckerkehre,Neuk W,,K,mittel,Eckertstraße,FrKr O,,K,gut
Druschiner Straße,MaHe O,,K,mittel,Eckschanze,Span W,,K,einfach
Druschiner Straße,TrKö O,,K,mittel,Ecksteinweg,TrKö O,,K,mittel
Drusenheimer Weg,Neuk W,,K,einfach,Eddastraße,Pank O,,K,mittel
Drygalskistraße,StZe W,,K,gut,Edelapfelweg,Pank O,1 - 5,U,mittel
Dualastraße,Mitt W,,K,einfach,Edelapfelweg,Pank O,2 - 6,G,mittel
Dübelpfad,Rein W,,K,einfach,Edelapfelweg,Pank O,8 - 26,G,einfach
Dubickstraße,MaHe O,,K,mittel,Edelapfelweg,Pank O,13 - 27,U,einfach
Dubliner Straße,Mitt W,,K,einfach,Edelhofdamm,Rein W,,K,gut
Dubrowplatz,StZe W,,K,gut,Edeltrautweg,Rein W,,K,mittel
Dubrowstraße,StZe W,,K,gut,Edelweißstraße,Pank O,,K,mittel
Duchrother Straße,TrKö O,,K,mittel,Edenkobener Weg,StZe W,,K,mittel
Dudenstraße,FrKr W,,K,mittel,Ederkopfweg,Span W,,K,einfach
Dudenstraße,TSch W,,K,mittel,Ederstraße,Neuk W,,K,einfach
Dudweilerstraße,MaHe O,,K,einfach,Edgarstraße,Lich O,,K,einfach
Duftgeranienweg,TrKö O,1 A - 37,U,mittel,Edinburger Straße,Mitt W,,K,einfach
Duftgeranienweg,TrKö O,4 - 38,G,mittel,Edisonstraße,TrKö O,1,F,mittel
Duftgeranienweg,TrKö O,39 - 107,U,einfach,Edisonstraße,TrKö O,9 - 63,F,einfach
Duftgeranienweg,TrKö O,46 - 102,G,einfach,Edith-Stein-Straße,Pank O,,K,mittel
Duftgeranienweg,TrKö O,115,U,mittel,Edithstraße,StZe W,,K,gut
Duisburger Straße,ChWi W,,K,gut,Edmund-Rumpler-Straße,Span W,,K,mittel
Dukatenfalterweg,MaHe O,,K,mittel,Edmundstraße,Neuk W,,K,einfach
Dülmener Pfad,Rein W,,K,mittel,Eduard-Bernstein-Weg,Span W,,K,einfach
Dunckerstraße,Pank O,,K,gut,Eduardstraße,Lich O,,K,mittel
Dünenweg,Rein W,,K,mittel,Edwin-C.-Diltz-Straße,StZe W,,K,gut
Dünkelbergsteig,ChWi W,,K,gut,Edwin-Redslob-Straße,StZe W,,K,mittel
Dünther Straße,StZe W,,K,gut,Efeuweg,Neuk W,2 - 22 B,G,mittel
Düppelstraße (Stegl),StZe W,,K,gut,Efeuweg,Neuk W,3 - 43,U,mittel
Düppelstraße (Zehld),StZe W,,K,gut,Efeuweg,Neuk W,28 - 38,G,einfach
Dürergärten,MaHe O,,K,mittel,Egelingzeile,TSch W,,K,einfach
Dürerplatz,TSch W,,K,mittel,Egellsstraße,Rein W,1 - 17,U,einfach
Dürerstraße,StZe W,1 - 8,F,mittel,Egellsstraße,Rein W,2 - 22,G,einfach
Dürerstraße,StZe W,9 - 32 A,F,gut,Egellsstraße,Rein W,19 - 21,U,mittel
Dürerstraße,StZe W,33 - 52,F,mittel,Egelpfuhlstraße,Span W,,K,einfach
Dürkheimer Straße,StZe W,2 - 10 A,G,mittel,Egersfelder Allee,TrKö O,,K,mittel
Dürkheimer Straße,StZe W,7 - 13,U,gut,Egerstraße,ChWi W,,K,gut
Dürkheimer Straße,StZe W,15,U,mittel,Egestorffstraße,TSch W,,K,mittel
Dürkheimer Straße,StZe W,17,U,gut,Eggepfad,StZe W,,K,gut
Dürkheimer Straße,StZe W,31,U,mittel,Eggersdorfer Straße,Lich O,,K,mittel
Durlacher Straße,ChWi W,1 - 5,U,mittel,Egidystraße,Rein W,,K,mittel
Durlacher Straße,ChWi W,2 - 46,G,gut,Eginhardstraße,Lich O,,K,gut
Straßenname1,Bezirk2 G3 Hausnr.4,,B5,WL6,Straßenname1,Bezirk2 G3,Hausnr.4,B5,WL6
Egisheimer Weg,Neuk W,,K,einfach,Einbecker Straße,Lich O,19 - 37,U,mittel
Egmontstraße,Lich O,,K,einfach,Einbecker Straße,Lich O,39 - 71,U,einfach
Egon-Erwin-Kisch-Straße,Lich O,,K,einfach,Einbecker Straße,Lich O,85 - 119,U,mittel
Egsdorfer Weg,TSch W 1,- 13,U,mittel,Einhornstraße,Neuk W,,K,einfach
Egsdorfer Weg,TSch W 2,- 14,G,gut,Einödshoferweg,TSch W,,K,mittel
Ehemaliger Flughafen Tempelhof,TSch W,,K,mittel,Einsiedelring,Pank O,,K,mittel
Ehm-Welk-Straße,MaHe O,,K,mittel,Einsteinstraße,Pank O,,K,mittel
Ehrenbergstraße,FrKr O,,K,mittel,Einsteinufer,ChWi W,,K,mittel
Ehrenbergstraße,StZe W,,K,gut,Eintrachtstraße,Pank O,1 - 5,F,gut
Ehrenfelder Platz,TrKö O,,K,einfach,Eintrachtstraße,Pank O,6 - 10,F,mittel
Ehrenfelder Straße,TrKö O,,K,einfach,Eisackstraße,TSch W,3 - 15,F,gut
Ehrenfelsstraße,Lich O 2,- 21 A,F,gut,Eisackstraße,TSch W,29 - 40 A,F,mittel
Ehrenfelsstraße,Lich O 22,- 36,F,mittel,Eisbärenweg,Rein W,,K,einfach
Ehrenfelsstraße,Lich O 37,- 47,F,gut,Eisblumensteig,TrKö O,,K,mittel
Ehrenpfortensteig,Rein W,,K,mittel,Eiselenweg,TrKö O,,K,mittel
Ehrenpreisweg,Neuk W,,K,mittel,Eisenacher Straße,MaHe O,1 - 63,U,einfach
Ehrlichstraße,Lich O 1,- 71,U,gut,Eisenacher Straße,MaHe O,2 - 62,G,einfach
Ehrlichstraße,Lich O 2,- 82,G,gut,Eisenacher Straße,MaHe O,90 - 132,G,mittel
Ehrlichstraße,Lich O 75,- 83,U,mittel,Eisenacher Straße,MaHe O,99 - 125,U,mittel
Ehrwalder Straße,TSch W,,K,mittel,Eisenacher Straße (Mardf),TSch W,1 - 37,F,mittel
Eibenallee,Lich O,,K,mittel,Eisenacher Straße (Mardf),TSch W,38 - 58,F,einfach
Eibenweg,TrKö O,,K,mittel,Eisenacher Straße (Mardf),TSch W,59 - 72,F,mittel
Eibischstraße,Neuk W,,K,mittel,Eisenacher Straße (Schön),TSch W,1 - 27,F,mittel
Eibseestraße,TrKö O,,K,mittel,Eisenacher Straße (Schön),TSch W,28 - 37,F,gut
Eichbergstraße,TrKö O,,K,einfach,Eisenacher Straße (Schön),TSch W,38 - 86,F,mittel
Eichborndamm,Rein W 1,- 209,U,einfach,Eisenacher Straße (Schön),TSch W,87 - 101,F,gut
Eichborndamm,Rein W 2,- 242,G,einfach,Eisenacher Straße (Schön),TSch W,102 - 123,F,mittel
Eichborndamm,Rein W 211,- 297,U,mittel,Eisenbahnstraße,FrKr W,,K,einfach
Eichborndamm,Rein W 256,- 260,G,mittel,Eisenblätterstraße,Pank O,,K,mittel
Eichborndamm,Rein W 268,- 298,G,einfach,Eisenhammerweg,Rein W,2 - 20,G,gut
Eichbuschallee,TrKö O,,K,mittel,Eisenhammerweg,Rein W,3 - 19,U,gut
Eichbuschstraße,TrKö O,,K,einfach,Eisenhammerweg,Rein W,21,U,mittel
Eichbuschweg,TrKö O,,K,einfach,Eisenhammerweg,Rein W,22 - 24,G,mittel
Eichelhäherstraße,Rein W,,K,mittel,Eisenhartsteig,Rein W,,K,einfach
Eichelmatenweg,Span W,,K,mittel,Eisenhutweg,TrKö O,1 - 17 G,U,mittel
Eichenallee,ChWi W,,K,gut,Eisenhutweg,TrKö O,2,G,mittel
Eichenallee,MaHe O,,K,mittel,Eisenhutweg,TrKö O,16 - 128,G,einfach
Eichenauer Weg,Neuk W,,K,mittel,Eisenhutweg,TrKö O,19 - 129,U,einfach
Eichendorffstraße,Mitt O 1,- 6,F,gut,Eisenkrautweg,Pank O,,K,mittel
Eichendorffstraße,Mitt O 12,- 16,F,mittel,Eisensteiner Straße,Lich O,,K,mittel
Eichendorffstraße,Mitt O 17,- 22,F,gut,Eisenzahnstraße,ChWi W,1 - 18,F,gut
Eichenhofweg,MaHe O,,K,mittel,Eisenzahnstraße,ChWi W,19 - 54,F,mittel
Eichenroder Ring,Rein W,,K,einfach,Eisenzahnstraße,ChWi W,56 - 67,F,gut
Eichenstraße,MaHe O,,K,mittel,Eiserapfelweg,Pank O,,K,einfach
Eichenstraße,Pank O 1,- 41,F,mittel,Eiserfelder Ring,Span W,,K,einfach
Eichenstraße,Pank O 42,- 70,F,gut,Eisfalterweg,MaHe O,,K,mittel
Eichenstraße (Alttr),TrKö O,,K,mittel,Eiskellerweg,Span W,,K,einfach
Eichenstraße (Rahnd),TrKö O,,K,einfach,Eislebener Straße,ChWi W,,K,gut
Eichenweg,Span W,,K,mittel,Eisnerstraße,TSch W,,K,einfach
